client_id,age,job,marital,education,credit_default,mortgage
158,43,__________,single,___________________,False,True
159,59,________,married,___________,False,False
160,24,__________,single,_________________,False,True
161,37,___________,single,________,False,True
162,40,___________,married,________,False,False
163,42,___________,married,________,False,False
164,39,________,divorced,___________,False,False
165,37,____________,married,________,False,False
166,38,________,married,___________,False,True
167,56,______,divorced,_______,False,False
168,40,___________,married,_______,False,False
169,54,__________,divorced,_________________,False,True
170,43,___________,married,___________,False,False
171,36,________,married,___________,False,False
172,45,__________,married,_________________,False,True
173,42,______,single,_________________,False,False
174,43,________,married,___________,False,False
175,46,__________,married,________,False,False
176,44,________,married,___________,False,True
177,51,______,single,________,False,False
178,28,________,married,___________,False,True
179,37,___________,married,________,False,False
180,34,__________,married,___________,False,False
181,46,___________,married,________,False,True
182,42,___________,married,________,False,True
183,36,______,married,_________________,False,True
184,54,___________,married,________,False,False
185,57,__________,married,_________________,False,False
186,51,__________,married,________,False,False
187,54,_______,married,___________,False,False
188,49,___________,married,________,False,False
189,34,______,married,_________________,False,True
190,41,__________,married,___________________,False,False
191,38,___________,single,________,False,True
192,45,__________,divorced,_________________,False,False
193,42,__________,married,_________________,False,False
194,34,___________,single,________,False,True
195,48,___________,married,________,False,True
196,37,______,married,___________,False,True
197,34,___________,single,________,False,False
198,40,______,married,________,False,True
199,43,___________,married,________,False,True
200,33,________,married,___________,False,False
201,32,________,single,________,False,False
202,39,___________,married,___________,False,True
203,43,______,married,_______,False,False
204,44,___________,married,________,False,True
205,35,_______,single,_________________,False,False
206,35,_______,single,_________________,False,True
207,35,__________,married,___________________,False,False
208,36,________,single,________,False,False
209,35,_______,single,_________________,False,True
210,36,_______,single,________,False,True
211,55,_________,divorced,_________________,False,False
212,59,______,married,_________________,False,False
213,57,_______,married,_______,False,False
214,39,___________,married,___________________,False,True
215,39,_________,married,________,False,True
216,30,___________,single,_______,False,True
217,30,___________,single,_______,False,True
218,50,_________,married,________,False,False
219,40,________,married,___________,False,False
220,35,______,married,___________,False,True
221,43,__________,married,_______,False,False
222,36,________,single,________,False,True
223,46,__________,married,________,False,True
224,40,__________,married,________,False,False
225,58,_______,married,_________________,False,False
226,42,__________,married,_________________,False,False
227,35,______,single,_________________,False,False
228,43,_______,married,________,False,False
229,45,___________,married,________,False,True
230,39,______,married,___________________,False,True
231,50,________,divorced,___________________,False,True
232,32,__________,divorced,________,False,True
233,39,______,married,___________,False,False
234,52,_____________,married,_________________,False,False
235,44,______,married,___________________,False,True
236,56,___________,married,________,False,False
237,48,______,married,___________,False,False
238,33,________,married,___________,False,False
239,43,__________,married,_________________,False,False
240,57,_______,married,___________,False,False
241,36,__________,single,___________________,False,False
242,34,__________,married,_________________,False,True
243,34,________,single,________,False,False
244,30,__________,married,_________________,False,False
245,33,________,divorced,_______,False,False
246,32,__________,single,___________________,False,False
247,36,__________,single,___________,False,True
248,36,___________,single,___________,False,False
249,33,________,single,___________,False,False
250,40,__________,divorced,___________________,False,False
251,41,___________,married,________,False,True
252,51,________,married,________,False,True
253,36,__________,married,___________________,False,True
254,28,________,married,_______,False,False
255,53,________,married,___________,False,True
256,58,___________,married,________,False,True
257,45,__________,married,________,False,False
258,43,__________,married,_______,False,True
259,33,______,married,___________,False,False
260,33,______,married,___________,False,False
261,27,___________,single,________,False,False
262,42,__________,married,___________,False,False
263,43,______,divorced,________,False,False
264,42,______,married,_________________,False,False
265,27,___________,single,________,False,False
266,34,_____________,single,_________________,False,True
267,31,_______,single,_________________,False,False
268,54,__________,divorced,_________________,False,False
269,40,_____________,married,________,False,False
270,52,__________,married,___________,False,True
271,47,__________,divorced,_________________,False,False
272,49,_________,married,________,False,False
273,32,______,single,___________,False,False
274,49,_________,single,___________,False,True
275,50,___________,married,________,False,False
276,34,________,married,___________,False,False
277,55,___________,married,________,False,False
278,47,__________,single,________,False,False
279,51,_______,married,___________________,False,False
280,47,___________,married,________,False,False
281,56,__________,married,________,False,True
282,53,______,married,________,False,False
283,36,___________,married,________,False,True
284,42,___________,divorced,________,False,True
285,44,___________,divorced,________,False,False
286,39,_________,married,________,False,True
287,37,______,single,___________,False,True
288,60,___________,married,_______,False,True
289,36,________,married,___________,False,False
290,42,__________,divorced,_________________,False,True
291,31,______,married,___________,False,True
292,53,__________,divorced,___________________,False,False
293,45,___________,married,________,False,True
294,37,__________,single,___________________,False,True
295,47,_____________,married,___________________,False,False
296,49,___________,divorced,___________,False,False
297,36,______,married,_________________,False,True
298,35,________,divorced,___________,False,False
299,38,_______,married,_______,False,False
300,38,________,single,___________,False,False
301,50,___________,divorced,___________,False,False
302,59,_______,married,___________________,False,False
303,43,_______,married,_______,False,True
304,42,______,married,___________,False,True
305,40,______,married,________,False,True
306,46,___________,married,_______,False,False
307,57,_________,divorced,________,False,True
308,42,______,married,_________________,False,True
309,41,___________,married,________,False,True
310,54,__________,divorced,_________________,False,True
311,27,______,single,_________________,False,False
312,36,______,married,___________,False,False
313,58,___________,married,___________________,False,True
314,40,__________,married,_________________,False,True
315,34,______,single,________,False,False
316,33,______,divorced,___________,False,False
317,56,_______,married,________,False,False
318,42,___________,married,________,False,False
319,43,________,married,___________,False,True
320,54,__________,single,________,False,True
321,53,______,single,________,False,True
322,42,__________,single,_______,False,False
323,40,________,married,________,False,False
324,54,__________,married,___________________,False,True
325,40,_________,single,___________________,False,False
326,26,______,single,_________________,False,True
327,33,______,married,___________,False,False
328,35,___________,married,________,False,False
329,36,______,married,___________,False,False
330,29,________,single,___________,False,True
331,36,___________,married,________,False,True
332,35,__________,married,___________,False,True
333,50,_____________,single,_________________,False,False
334,46,________,married,___________,False,True
335,49,____________,married,___________,False,True
336,42,__________,single,___________________,False,True
337,36,___________,single,___________,False,True
338,55,___________,married,________,False,True
339,41,__________,married,_________________,False,False
340,57,__________,married,___________________,False,True
341,32,________,single,___________,False,True
342,49,______,married,________,False,False
343,57,_______,married,_______,False,True
344,58,___________,divorced,________,False,True
345,52,__________,married,___________,False,True
346,50,________,divorced,___________________,False,False
347,41,___________,single,________,False,True
348,33,____________,married,_________________,False,True
349,57,___________,married,________,False,False
350,48,___________,married,________,False,False
351,55,__________,married,___________________,False,False
352,38,__________,married,_________________,False,False
353,38,________,married,___________,False,True
354,53,______,married,_________________,False,True
355,43,__________,single,_________________,False,False
356,36,___________,single,___________,False,False
357,32,___________,married,________,False,False
358,33,________,married,________,False,False
359,58,____________,married,________,False,True
360,40,__________,divorced,___________,False,False
361,57,__________,married,_________________,False,True
362,45,__________,married,___________,False,True
363,42,___________,married,________,False,True
364,46,______,married,_________________,False,True
365,36,__________,married,_________________,False,False
366,41,_____________,married,___________,False,True
367,57,______,divorced,________,False,False
368,49,___________,married,________,False,True
369,56,__________,divorced,___________,False,False
370,37,___________,married,________,False,False
371,37,___________,married,________,False,False
372,46,______,single,___________,False,True
373,22,___________,single,________,False,True
374,43,________,married,___________,False,False
375,49,___________,married,_______,False,False
376,41,__________,married,________,False,True
377,38,______,single,_________________,False,False
378,33,______,married,________,False,False
379,49,______,married,_________________,False,True
380,30,___________,single,_______,False,False
381,33,______,married,________,False,True
382,34,__________,single,_________________,False,False
383,30,_______,single,_______,False,False
384,59,__________,married,________,False,True
385,59,__________,married,________,False,False
386,41,_____________,married,_________________,False,False
387,48,_________,married,________,False,True
388,28,_______,single,_______,False,True
389,44,________,married,___________,False,True
390,59,_______,unknown,_________________,False,False
391,50,__________,married,___________,False,False
392,35,______,married,_________________,False,False
393,42,______,married,___________,False,False
394,45,______,married,________,False,False
395,36,__________,married,___________________,False,False
396,56,________,married,___________,False,False
397,29,___________,divorced,________,False,False
398,41,_____________,married,_________________,False,True
399,42,___________,married,________,False,False
400,52,________,single,___________,False,False
401,48,________,married,___________,False,False
402,31,___________,married,___________,False,True
403,43,__________,married,_________________,False,True
404,36,___________,married,________,False,False
405,42,____________,married,_________________,False,True
406,52,________,divorced,________,False,False
407,39,______,married,___________,False,True
408,36,________,married,___________,False,False
409,42,___________,married,________,False,True
410,41,______,married,___________,False,False
411,55,__________,married,________,False,False
412,30,___________,married,________,False,False
413,57,_______,unknown,________,False,False
414,45,____________,married,________,False,True
415,51,___________,married,________,False,True
416,39,_____________,single,________,False,True
417,47,______,married,___________,False,False
418,27,________,married,___________,False,True
419,34,__________,single,_________________,False,True
420,57,___________,married,________,False,True
421,43,____________,married,________,False,False
422,49,___________,married,________,False,False
423,39,__________,married,_________________,False,False
424,38,___________,married,________,False,True
425,49,___________,married,________,False,False
426,58,__________,married,________,False,False
427,43,__________,married,___________________,False,True
428,50,_______,married,_______,False,True
429,31,________,married,___________,False,False
430,43,_____________,divorced,_________________,False,False
431,43,_____________,married,________,False,False
432,30,_____________,single,_________________,False,True
433,27,________,single,___________________,False,True
434,51,________,married,_______,False,False
435,37,__________,married,___________________,False,True
436,46,_________,married,________,False,True
437,35,___________,married,___________________,False,False
438,47,______,divorced,_________________,False,False
439,46,__________,married,_______,False,True
440,40,__________,married,___________________,False,False
441,26,_________,married,_________________,False,False
442,32,___________,divorced,________,False,False
443,45,__________,married,_________________,False,True
444,34,______,married,________,False,False
445,47,___________,married,_______,False,False
446,42,__________,married,___________________,False,False
447,57,__________,married,________,False,False
448,57,__________,married,________,False,False
449,38,___________,married,________,False,False
450,57,__________,married,________,False,False
451,28,_______,single,________,False,True
452,60,__________,married,_________________,False,False
453,48,______,married,_________________,False,True
454,47,__________,married,___________________,False,True
455,40,______,married,___________,False,False
456,51,__________,married,___________________,False,True
457,48,__________,single,________,False,True
458,54,_________,married,________,False,False
459,40,___________,married,________,False,False
460,44,______,single,________,False,False
461,42,__________,divorced,___________,False,False
462,52,_____________,married,_________________,False,True
463,31,___________,single,________,False,True
464,32,________,married,___________,False,False
465,44,______,married,___________,False,True
466,39,__________,married,________,False,False
467,57,__________,married,___________________,False,True
468,52,______,married,________,False,True
469,42,__________,married,_________________,False,False
470,42,__________,single,___________________,False,False
471,43,__________,married,___________________,False,True
472,31,______,divorced,___________,False,False
473,29,______,married,_________________,False,True
474,57,___________,divorced,________,False,False
475,44,___________,married,________,False,False
476,59,_______,married,_______,False,False
477,39,___________,married,________,False,False
478,57,_______,married,_________________,False,False
479,41,__________,married,_______,False,False
480,37,__________,single,___________,False,False
481,38,________,married,___________,False,True
482,42,_______,married,________,False,False
483,49,_______,married,_______,False,True
484,54,__________,married,________,False,True
485,36,______,married,_________________,False,False
486,32,______,single,_________________,False,False
487,35,__________,married,___________________,False,True
488,45,_________,married,___________________,False,False
489,56,__________,married,_______,False,True
490,34,__________,married,_________________,False,True
491,41,__________,married,________,False,False
492,41,________,married,________,False,False
493,36,___________,married,________,False,False
494,32,______,single,_________________,False,False
495,31,________,married,___________,False,False
496,38,__________,married,___________________,False,True
497,35,______,divorced,_________________,False,True
498,53,______,married,___________________,False,True
499,51,______,married,________,False,True
500,56,____________,married,_________________,False,False
501,33,______,married,________,False,False
502,33,______,married,________,False,False
503,51,________,divorced,___________,False,True
504,39,________,married,___________,False,True
505,45,____________,married,_________________,False,False
506,40,__________,single,_________________,False,False
507,60,_______,single,_______,False,True
508,33,__________,married,_________________,False,True
509,47,___________,married,___________,False,True
510,48,___________,married,________,False,False
511,43,____________,married,___________,False,False
512,37,__________,married,_________________,False,True
513,50,________,married,________,False,True
514,59,____________,married,___________,False,True
515,32,__________,married,_______,False,True
516,42,_________,single,________,False,True
517,52,___________,married,________,False,False
518,42,___________,married,_______,False,False
519,42,______,married,_______,False,False
520,40,__________,married,________,False,False
521,38,___________,married,________,False,False
522,39,___________,married,________,False,True
523,39,___________,married,________,False,False
524,38,______,married,___________,False,False
525,47,______,single,_______,False,True
526,30,________,single,___________,False,False
527,38,______,divorced,___________,False,True
528,39,__________,divorced,_________________,False,False
529,44,______,married,___________,False,False
530,36,______,married,___________,False,False
531,41,________,married,___________,False,True
532,41,___________,married,________,False,False
533,35,___________,married,________,False,False
534,41,__________,married,___________,False,False
535,36,________,married,___________,False,False
536,35,______,single,___________,False,True
537,33,___________,single,________,False,False
538,38,______,single,________,False,False
539,33,_____________,married,_________________,False,False
540,55,_____________,married,_______,False,False
541,36,___________,single,________,False,False
542,57,__________,married,___________________,False,False
543,32,____________,single,_________________,False,True
544,30,_____________,single,___________,False,True
545,43,______,married,___________________,False,True
546,46,______,married,_________________,False,False
547,35,______,divorced,___________,False,False
548,34,______,single,_________________,False,True
549,50,___________,married,________,False,False
550,39,______,single,_________________,False,False
551,39,___________,married,________,False,False
552,42,____________,married,________,False,False
553,57,_______,married,_________________,False,True
554,45,___________,married,________,False,False
555,40,__________,married,________,False,False
556,42,___________,married,___________,False,False
557,40,__________,married,________,False,False
558,38,___________,single,________,False,False
559,39,___________,married,________,False,True
560,41,___________,married,________,False,False
561,39,___________,married,________,False,True
562,41,___________,married,________,False,True
563,45,______,married,_________________,False,False
564,35,______,divorced,_________________,False,False
565,35,______,married,________,False,True
566,49,___________,married,___________,False,False
567,36,__________,married,_______,False,False
568,23,______,single,_________________,False,False
569,43,__________,married,_________________,False,False
570,49,____________,married,___________________,False,False
571,36,__________,married,___________________,False,False
572,51,___________,married,________,False,True
573,56,_______,married,________,False,True
574,45,_________,married,___________,False,False
575,42,______,married,___________,False,False
576,41,______,divorced,___________,False,False
577,32,________,married,___________,False,False
578,46,__________,married,_________________,False,False
579,37,___________,married,_______,False,False
580,53,__________,married,_________________,False,False
581,30,___________,married,________,False,False
582,45,_______,married,_______,False,False
583,24,__________,single,___________________,False,False
584,45,_______,married,_______,False,False
585,34,______,single,_________________,False,False
586,41,__________,married,_________________,False,False
587,59,___________,married,________,False,True
588,45,___________,married,________,False,False
589,54,___________,married,________,False,False
590,32,__________,married,___________________,False,False
591,33,__________,married,___________________,False,True
592,32,______,married,_________________,False,False
593,34,________,single,___________,False,False
594,46,__________,married,_________________,False,False
595,57,__________,married,___________________,False,True
596,42,__________,married,________,False,False
597,48,______,married,___________________,False,True
598,58,______,divorced,_________________,False,True
599,34,________,married,___________,False,False
600,32,______,single,_________________,False,True
601,48,___________,married,________,False,False
602,47,___________,married,________,False,False
603,31,________,married,___________,False,False
604,32,______,single,_________________,False,True
605,32,______,single,_________________,False,False
606,36,________,married,___________,False,False
607,53,___________,married,________,False,False
608,37,___________,married,________,False,False
609,50,________,married,___________,False,False
610,46,___________,married,________,False,True
611,41,______,married,___________,False,False
612,43,___________,single,________,False,False
613,51,__________,married,_________________,False,True
614,38,______,married,_________________,False,True
615,41,__________,married,________,False,True
616,39,________,married,___________,False,False
617,52,___________,married,________,False,False
618,37,__________,married,___________________,False,True
619,41,______,married,________,False,True
620,46,______,divorced,_________________,False,True
621,47,__________,married,___________________,False,False
622,35,__________,married,___________________,False,False
623,38,________,married,___________,False,False
624,30,___________,single,_______,False,True
625,46,___________,married,________,False,True
626,30,__________,married,___________________,False,False
627,35,________,single,________,False,False
628,58,______,married,_______,False,True
629,40,__________,married,___________________,False,False
630,34,__________,married,_________________,False,False
631,30,______,single,_________________,False,False
632,38,________,married,________,False,False
633,55,__________,single,________,False,False
634,55,__________,married,_________________,False,True
635,45,__________,single,___________________,False,True
636,36,______,married,_________________,False,True
637,32,______,single,_________________,False,False
638,35,__________,married,_______,False,True
639,55,__________,divorced,_________________,False,True
640,49,_________,married,________,False,False
641,29,______,married,___________,False,True
642,34,___________,married,________,False,True
643,54,_______,married,___________,False,True
644,36,__________,single,___________________,False,False
645,30,__________,single,_________________,False,True
646,33,_________,divorced,_________________,False,False
647,37,___________,married,___________,False,False
648,36,__________,married,________,False,True
649,33,___________,married,___________,False,False
650,32,_________,married,___________,False,True
651,32,_________,married,___________,False,False
652,50,___________,married,________,False,True
653,39,___________,married,________,False,False
654,51,___________,divorced,_______,False,True
655,33,________,married,___________,False,False
656,33,________,married,________,False,False
657,56,__________,married,_________________,False,False
658,39,__________,divorced,_________________,False,True
659,33,_____________,single,_________________,False,False
660,59,_______,divorced,________,False,False
661,42,______,single,_______,False,True
662,43,________,married,___________,False,False
663,35,______,married,_________________,False,False
664,46,___________,married,________,False,True
665,27,__________,married,________,False,False
666,47,______,divorced,_________________,False,True
667,31,______,single,_________________,False,False
668,32,___________,married,________,False,True
669,54,______,married,___________,False,False
670,56,__________,married,_________________,False,False
671,48,________,single,___________,False,True
672,44,______,married,___________,False,True
673,46,______,married,___________,False,False
674,45,________,married,___________,False,True
675,43,______,married,___________________,False,False
676,40,______,single,___________,False,False
677,56,__________,married,_________________,False,True
678,47,____________,married,___________________,False,False
679,39,__________,divorced,_________________,False,True
680,48,__________,married,________,False,False
681,45,_________,married,___________________,False,True
682,36,_____________,married,_________________,False,False
683,49,__________,married,___________________,False,True
684,46,________,married,___________,False,False
685,38,___________,married,________,False,True
686,50,_________,married,________,False,True
687,27,______,single,___________,False,True
688,40,__________,married,___________________,False,True
689,46,__________,married,_________________,False,True
690,40,______,divorced,_________________,False,True
691,33,__________,single,_________________,False,False
692,54,_______,married,___________,False,True
693,52,___________,married,________,False,True
694,53,______,married,_________________,False,True
695,49,________,married,___________,False,False
696,42,___________,married,________,False,False
697,49,_________,married,________,False,False
698,40,____________,married,________,False,False
699,59,______,married,_________________,False,False
700,51,_____________,married,________,False,True
701,57,_________,married,________,False,True
702,38,_____________,divorced,________,False,True
703,52,_____________,married,_________________,False,False
704,26,__________,single,________,False,True
705,35,______,married,_________________,False,True
706,51,______,married,_________________,False,False
707,43,___________,married,________,False,True
708,42,______,married,___________,False,True
709,60,_______,divorced,_________________,False,True
710,36,___________,married,________,False,True
711,57,__________,married,_________________,False,False
712,35,_______,single,_________________,False,False
713,30,______,married,_________________,False,False
714,43,________,married,___________,False,False
715,40,__________,married,________,False,False
716,45,__________,married,_________________,False,False
717,56,_______,married,___________,False,False
718,46,________,married,________,False,False
719,41,___________,married,________,False,True
720,42,______,married,_________________,False,True
721,56,___________,married,________,False,False
722,43,____________,married,________,False,True
723,34,___________,married,________,False,False
724,38,________,married,___________,False,True
725,40,__________,married,________,False,False
726,38,______,married,___________,False,False
727,48,____________,married,_________________,False,True
728,27,___________,married,________,False,True
729,24,__________,single,___________________,False,False
730,47,______,single,_______,False,True
731,48,___________,married,___________________,False,False
732,31,______,single,___________,False,True
733,39,_____________,single,________,False,True
734,41,__________,single,_________________,False,False
735,49,___________,married,________,False,True
736,56,_______,married,________,False,False
737,49,______,married,___________,False,False
738,47,__________,divorced,_________________,False,False
739,44,___________,married,_______,False,True
740,48,______,divorced,___________,False,False
741,55,_________,married,________,False,True
742,59,__________,married,________,False,True
743,44,__________,single,___________________,False,True
744,46,___________,married,________,False,False
745,39,___________,divorced,________,False,True
746,38,__________,married,________,False,True
747,36,________,married,___________,False,True
748,29,______,single,_________________,False,False
749,31,__________,single,___________________,False,True
750,30,________,divorced,________,False,False
751,36,___________,married,________,False,True
752,60,___________,married,___________________,False,False
753,36,______,married,_________________,False,True
754,32,________,married,___________,False,False
755,39,___________,married,________,False,True
756,30,________,married,_________________,False,True
757,39,___________,married,________,False,False
758,37,___________,married,________,False,True
759,39,___________,married,___________________,False,True
760,46,___________,married,________,False,False
761,43,__________,married,________,False,False
762,37,________,married,___________,False,True
763,30,__________,married,_________________,False,False
764,38,__________,married,___________________,False,False
765,31,__________,married,_________________,False,True
766,44,______,married,_________________,False,False
767,44,_____________,married,_________________,False,False
768,38,__________,married,_______,False,False
769,30,_______,single,___________,False,False
770,37,___________,married,________,False,False
771,54,_________,divorced,_______,False,True
772,41,__________,married,_______,False,True
773,43,__________,married,___________________,False,False
774,38,_________,married,________,False,False
775,41,___________,married,________,False,True
776,38,___________,single,_______,False,False
777,33,___________,married,________,False,False
778,32,______,married,___________,False,True
779,30,________,married,___________,False,False
780,43,__________,married,________,False,True
781,30,________,married,___________,False,True
782,36,__________,divorced,___________________,False,False
783,38,___________,married,________,False,False
784,35,___________,single,________,False,True
785,50,_____________,married,_________________,False,False
786,38,___________,married,________,False,True
787,58,______,married,________,False,False
788,50,__________,married,___________________,False,True
789,33,___________,single,________,False,False
790,33,___________,single,________,False,False
791,44,__________,single,_________________,False,True
792,31,__________,married,___________,False,False
793,40,____________,married,________,False,False
794,28,_______,single,________,False,False
795,36,________,single,_______,False,True
796,44,___________,single,___________,False,False
797,38,___________,divorced,_______,False,True
798,33,___________,married,________,False,False
799,39,___________,divorced,________,False,True
800,47,___________,single,________,False,True
801,47,________,divorced,___________,False,False
802,35,____________,single,___________________,False,False
803,42,______,divorced,_________________,False,False
804,36,______,married,___________,False,False
805,35,__________,married,________,False,False
806,36,________,single,_______,False,True
807,56,____________,married,_________________,False,True
808,26,______,single,___________,False,False
809,31,______,single,_________________,False,True
810,57,_____________,single,___________,False,False
811,39,________,married,___________,False,False
812,43,___________,married,___________,False,True
813,50,______,married,_________________,False,False
814,52,___________,single,___________,False,False
815,39,___________,divorced,________,False,False
816,44,__________,single,_______,False,True
817,36,_________,married,________,False,True
818,54,__________,married,___________,False,True
819,27,______,single,________,False,True
820,31,______,single,_________________,False,False
821,31,______,married,_________________,False,False
822,28,___________,married,________,False,False
823,31,__________,single,_________________,False,True
824,30,__________,divorced,___________,False,False
825,52,__________,married,___________________,False,True
826,37,__________,divorced,___________________,False,False
827,30,________,married,_________________,False,True
828,45,___________,married,________,False,True
829,54,__________,married,_________________,False,True
830,49,____________,married,________,False,True
831,44,______,married,___________,False,False
832,28,_______,single,________,False,True
833,53,__________,married,___________,False,True
834,45,___________,married,________,False,True
835,45,___________,married,________,False,False
836,51,______,married,___________,False,True
837,41,___________,married,________,False,True
838,43,__________,married,___________________,False,True
839,31,______,single,_________________,False,True
840,39,______,single,_______,False,True
841,38,__________,married,___________________,False,False
842,50,____________,married,________,False,True
843,53,______,single,_________________,False,True
844,44,______,divorced,___________,False,True
845,53,___________,married,________,False,True
846,24,________,single,___________,False,False
847,34,______,single,___________,False,True
848,40,__________,married,___________________,False,True
849,57,__________,divorced,_________________,False,True
850,43,___________,married,________,False,True
851,31,___________,married,________,False,False
852,31,________,married,________,False,True
853,31,___________,married,________,False,True
854,45,_________,married,________,False,True
855,38,______,married,_________________,False,False
856,41,____________,married,_________________,False,True
857,47,___________,married,___________________,False,True
858,42,___________,married,________,False,False
859,35,___________,single,_______,False,True
860,40,__________,married,_________________,False,True
861,42,___________,married,________,False,False
862,34,__________,married,___________________,False,True
863,48,______,single,_________________,False,True
864,35,___________,married,_______,False,True
865,33,___________,married,___________,False,True
866,37,__________,married,___________________,False,True
867,43,__________,married,___________________,False,True
868,42,______,single,_______,False,False
869,46,______,divorced,_________________,False,True
870,37,___________,single,________,False,True
871,40,___________,married,___________,False,True
872,40,___________,married,___________,False,True
873,59,____________,divorced,___________,False,True
874,43,__________,single,_________________,False,False
875,44,___________,married,________,False,True
876,44,___________,married,________,False,True
877,41,______,married,_________________,False,True
