transaction_id,user_id,timestamp,amount,merchant_category,location,payment_method,is_fraud
ad934204-d5f3-485f-abfd-e23f19039105,6079,2024-05-06 22:13:34,3744.67,Clothing,San Francisco,Debit Card,0
2f0b949f-7b93-4e11-9e27-3bf4c27a8ae6,4113,2024-03-04 08:33:58,4919.7,Electronics,Houston,PayPal,0
3f21d843-2c11-40a6-8a3b-feebbce62520,9095,2024-03-03 06:59:00,4153.61,Luxury Goods,Los Angeles,Bitcoin,0
a8ff73c2-97b3-4f87-b3a8-936b5d8d4352,7226,2024-10-20 23:30:26,4813.79,Entertainment,Chicago,PayPal,1
0125bd01-1f87-494d-ae83-f84044dd0271,8003,2024-11-10 06:33:27,3162.77,Subscription Service,San Francisco,Credit Card,0
09ccbd8a-7435-4c87-8268-e6d297ce190c,7242,2024-10-17 20:18:29,1026.89,Gas Station,Chicago,Credit Card,0
a99ca905-f213-49ce-8bf7-ad7a61f813d6,2752,2024-10-19 10:46:26,4774.16,Travel,San Francisco,Debit Card,0
3704befb-8f9d-4dc1-a4e8-b5e19719d278,4606,2024-03-23 19:28:50,3880.89,Subscription Service,Houston,PayPal,0
fc070ce4-635d-4a8e-a78e-e71b602f6fdf,4727,2024-05-02 10:23:27,4731.87,Fast Food,New York,Credit Card,0
ceefb021-3ba1-4788-8f8b-4d4482ef6515,9660,2024-12-05 08:58:49,2405.04,Groceries,Los Angeles,PayPal,0
622b56f9-077a-49fd-9b27-6e9fa4319c1c,7176,2024-01-18 09:59:34,2741.83,Subscription Service,San Francisco,Bitcoin,0
6a81a720-048e-479b-9699-f97b2f7d2836,9618,2024-10-19 15:22:44,3631.93,Electronics,Los Angeles,PayPal,0
c427d39b-74c1-4eb7-8441-e4a8d04e438d,4654,2024-02-27 10:20:18,4.75,Groceries,New York,Credit Card,0
d9822fda-b6f5-4199-b7cd-8ed0efb04d9d,7732,2024-11-08 12:51:36,652.93,Gas Station,Los Angeles,Credit Card,0
c65bdbcd-bb4d-4357-a403-2ef7e65cded8,1678,2024-01-18 04:30:22,51.6,Electronics,Los Angeles,Credit Card,0
f5efbc95-63e5-4492-a294-912f663957b6,5918,2024-01-08 03:18:58,4469.55,Entertainment,Seattle,PayPal,0
f57de698-1d53-4df5-b5bb-2c18c3919043,8612,2024-09-07 11:00:00,3457.34,Fast Food,Los Angeles,Bitcoin,0
0378c00d-6c73-4c65-b6af-9ec983732cf8,8937,2024-02-09 22:29:15,3889.87,Fast Food,Los Angeles,Debit Card,0
86efa3a5-cc4b-4fa9-b936-2eeb9d31ba07,8377,2024-01-10 11:31:31,3117.96,Gas Station,New York,Debit Card,0
f8c8aa51-5793-452e-a959-5487ed533608,4303,2024-12-24 10:00:03,1887.52,Electronics,New York,PayPal,0
155febd5-6b43-4039-96b3-62eb252906a7,9153,2024-05-26 13:11:17,2846.12,Travel,Houston,PayPal,0
72a5b0d6-432a-43ce-bb62-80b1dcd985ab,2417,2024-06-13 06:34:48,4307.83,Online Purchase,Miami,Credit Card,0
72389978-93ad-4930-bf09-bc45b7aefc60,3193,2024-04-18 03:50:15,3022.46,Luxury Goods,Houston,Credit Card,0
4e2f1a9b-6b0d-4458-9f79-8368d15e25b2,4992,2024-12-15 06:12:47,1879.17,Clothing,Chicago,Debit Card,0
30ecdb68-e82f-48a1-8fc6-5d77a4e7f3da,3739,2024-09-30 06:14:24,4040.47,Clothing,San Francisco,Credit Card,0
02900578-bdb5-4d76-b663-b6c9593907c8,1466,2024-07-01 11:53:26,1602.19,Fast Food,Chicago,Bitcoin,0
aac47735-dba0-4599-8902-07149875e5c0,7605,2024-07-26 00:15:38,2428.17,Fast Food,New York,PayPal,0
f3fafba5-1abe-4d8e-beef-fcee5ec11ad3,1445,2024-06-18 17:33:46,830.5,Fast Food,New York,PayPal,0
51945263-4b52-4702-ad32-023cef08a01c,8831,2024-08-24 11:58:30,4599.36,Electronics,New York,Debit Card,0
32041db3-46e4-45ab-9e1c-335340dc80f4,9120,2024-08-17 02:18:56,3896.9,Online Purchase,Los Angeles,Credit Card,0
230f919d-201d-4039-839d-c1b8711b08c6,4188,2024-11-18 08:50:15,3279.26,Electronics,Miami,PayPal,0
8714c506-782b-4057-9fae-19c1fb8d649e,2118,2024-03-18 15:58:44,1736.66,Gas Station,Seattle,Bitcoin,0
b55cfb42-0c9a-4216-94b4-b52c6a850385,7766,2024-04-25 08:14:50,3991.14,Online Purchase,Chicago,Credit Card,0
4c252fa1-4703-42a7-abcc-972a04cb94d7,3957,2024-11-24 19:27:14,36.22,Clothing,Miami,Credit Card,0
10430078-d0e2-4cdd-886a-c84ddf1aa348,2048,2024-12-26 14:13:58,3909.05,Groceries,Houston,PayPal,0
71b8d7c1-3987-4659-b72e-e10ae2e80441,6277,2024-03-13 09:28:39,4058.0,Luxury Goods,San Francisco,Bitcoin,0
2299fe1a-41dd-49c5-97a0-cd88560ce108,5531,2024-07-30 04:31:07,2231.32,Clothing,Los Angeles,Bitcoin,0
c25319f2-26a2-4cb6-811f-33550a4e147d,5742,2024-02-27 13:53:45,3695.35,Online Purchase,New York,Debit Card,0
728ac78c-6931-4d4c-9d92-6632db2c87df,2028,2024-07-21 08:08:48,2843.59,Travel,San Francisco,Credit Card,0
45fe9550-6f84-42f6-b909-23a1f505372e,5436,2024-06-04 22:23:36,2977.12,Online Purchase,San Francisco,Credit Card,0
8fcd5d31-92ac-4bf8-a5a5-74b536f6ce2f,4055,2024-06-22 10:24:57,3401.1,Subscription Service,New York,Bitcoin,0
c7d68621-a6aa-4b95-b251-d3f23dc7187a,2528,2024-10-04 03:29:24,3824.56,Travel,New York,PayPal,0
063d53fb-c2c6-4de3-b71f-91bd701fb419,3408,2024-10-03 23:44:02,47.7,Online Purchase,Seattle,Debit Card,0
ccc1ff95-d3f1-45bd-b887-cc6d9f52199a,7905,2024-11-09 14:38:05,4222.92,Clothing,Los Angeles,Bitcoin,0
45b46f52-8fea-44cf-a6d9-55465d0cf1b8,6358,2024-11-14 21:57:48,1045.19,Travel,Seattle,Bitcoin,0
3bcb7b8b-29ce-4695-ae2d-33430e3d994e,8154,2024-09-17 02:44:45,3532.43,Travel,Chicago,Debit Card,0
72b7402d-7abf-4275-b287-5fd41435dbfa,6152,2024-09-24 06:02:29,217.61,Travel,Miami,Bitcoin,0
68460e98-a496-47fa-8665-fdce8eca177d,6709,2024-01-12 15:07:49,4096.26,Groceries,San Francisco,Debit Card,0
c962bad1-e1cb-49c3-b8ff-436561bfde36,1104,2024-05-07 12:05:19,4831.2,Online Purchase,Los Angeles,Debit Card,0
61fa327a-dbb5-4949-802a-658d73fc9fec,3999,2024-11-14 07:52:12,3126.05,Fast Food,New York,Bitcoin,0
9be7be51-21cd-4cd6-ae8b-4c61ad210ebe,9833,2024-01-06 01:42:00,3274.31,Fast Food,New York,PayPal,0
f48fee14-5daa-4627-8ebe-e5722498becd,7354,2024-06-08 00:24:11,4408.72,Subscription Service,New York,Credit Card,1
19185a39-ec65-41e5-9c27-95e27562d11d,3761,2024-03-21 13:15:21,1726.31,Entertainment,San Francisco,Debit Card,0
0dbb3662-6034-4cde-a793-3fc1cd1ae3f6,7295,2024-07-09 07:29:06,808.23,Groceries,San Francisco,PayPal,0
f7c88317-d687-4d0f-97b7-cff2b950d8e1,3808,2024-09-19 04:48:01,3858.38,Subscription Service,New York,PayPal,0
cb5db9d8-997b-4f20-b9cc-189f75fdf6ca,1997,2024-08-28 18:04:22,2653.61,Electronics,Miami,Debit Card,0
c25326a6-1bbb-43c3-982e-a1f858bbdac5,2549,2024-07-10 16:30:07,495.7,Gas Station,Miami,PayPal,0
1a615e0d-699a-4318-ab82-e76d605a5ddd,7747,2024-04-26 15:42:36,1.46,Fast Food,Chicago,Bitcoin,0
0e55ba38-a924-43ee-8322-fb617cfe52e2,7058,2024-04-26 04:43:20,4433.12,Travel,San Francisco,Bitcoin,0
0a110eca-ad4c-482e-acb1-5af2d70cdc2e,1695,2024-07-06 20:37:08,870.98,Fast Food,Miami,Debit Card,0
6ff29933-a33a-4b75-bd58-52b9197abfac,2869,2024-01-20 10:16:40,3037.72,Luxury Goods,Houston,Bitcoin,0
225f4926-b4ad-4fb9-8e03-df251e487e86,9617,2024-04-09 20:04:24,3919.28,Groceries,New York,Bitcoin,0
c02f1b44-2698-4106-ad42-0f0c22ce2b09,2906,2024-07-28 16:39:19,3513.96,Entertainment,New York,Debit Card,0
5264bc8c-e758-4702-a025-b8e4e0813efb,2086,2024-11-13 00:04:39,2116.97,Gas Station,Miami,Debit Card,0
e2de2cd5-cc79-4c7c-9d42-fcc901d7e106,8775,2024-09-26 07:46:17,4023.56,Clothing,Houston,PayPal,0
f6136c1f-01ba-47fb-80bc-b1e40d2e290f,7614,2024-08-21 14:01:02,1063.02,Travel,Los Angeles,Credit Card,0
91b46aac-39e1-47ad-b35a-018b80c1f528,6734,2024-06-26 13:52:04,2529.95,Travel,Miami,PayPal,0
7185a532-6f8e-4504-82ef-6f6adfdc9f8d,8976,2024-05-27 16:38:30,4266.06,Fast Food,Miami,PayPal,0
c209a098-0d6c-4a26-a194-7a743b00f0b8,8697,2024-01-30 11:22:26,4839.85,Online Purchase,Los Angeles,Bitcoin,0
ac2be9c2-1a73-4348-9581-e1154a62a975,5663,2024-06-08 10:27:56,4347.86,Groceries,San Francisco,PayPal,0
fad89eb0-a0f2-45cb-9e3b-f22b01582ca1,2246,2024-08-22 09:19:05,1162.77,Electronics,Chicago,Credit Card,0
5498dbaf-97f1-4b64-8f9c-08f202503859,4890,2024-07-27 19:36:59,4652.44,Online Purchase,Chicago,PayPal,0
32efe591-d5a5-4cfe-b96e-d4e53ce91f6d,5775,2024-07-26 14:54:51,2581.39,Electronics,San Francisco,Credit Card,0
204ec7db-db38-4c20-a479-dd97638834ae,7564,2024-11-25 17:46:27,3685.44,Luxury Goods,Seattle,Debit Card,0
2bf6fcc2-ff2e-4fd4-b95b-1dc8724426c6,7199,2024-11-04 11:36:09,1436.66,Fast Food,Los Angeles,Debit Card,0
7779b82b-bcdf-44a3-96b3-a7418ea96331,5120,2024-01-23 23:42:37,1811.84,Travel,Los Angeles,PayPal,0
839ec4b0-1289-4e21-b8b7-f41be001ed4d,1093,2024-07-08 19:58:07,4501.41,Clothing,Los Angeles,Bitcoin,0
2a269c78-5f01-4679-8e12-166c24313ed1,7232,2024-11-20 09:29:57,3397.58,Luxury Goods,Seattle,Bitcoin,0
6c8b8815-e055-46d6-a2b3-0f6050192bbe,6506,2024-07-20 04:46:24,3710.51,Fast Food,Los Angeles,Debit Card,0
ece1e0dc-597c-48e5-a42a-e58ea8da0324,2437,2024-10-26 00:30:44,1607.64,Clothing,Seattle,Debit Card,0
7b8b16f0-9db2-4daa-821e-c4dac85c0b97,6978,2024-02-24 19:33:55,1581.61,Luxury Goods,Houston,PayPal,0
e4e16461-e788-4942-bdde-b7dfb58be2ac,1486,2024-03-22 04:40:42,865.91,Subscription Service,New York,PayPal,0
44d661a3-71d5-4909-8b42-5f649ec1b431,8427,2024-01-07 00:15:04,1476.49,Subscription Service,Miami,PayPal,0
bf7f6eed-d51d-4ed6-b289-9edf45c268db,9253,2024-09-28 15:27:04,2507.61,Subscription Service,Chicago,Bitcoin,0
b86e99bf-985d-48de-af29-761abd5ad4eb,5054,2024-03-06 04:43:00,1987.29,Clothing,Seattle,Debit Card,0
f1952818-236a-456c-8848-a126d236ccc4,1823,2024-04-01 07:55:45,4885.54,Online Purchase,Houston,Bitcoin,0
b0dd6791-2b38-41ac-9918-d0491a3cd495,4395,2024-03-30 20:43:53,3213.53,Fast Food,Los Angeles,PayPal,0
5b580662-99f7-424f-92ff-73b2f600cb59,5832,2024-05-01 00:31:39,135.24,Gas Station,Houston,Credit Card,0
2684cbc8-92ba-48f1-981d-989da63f7e6c,5634,2024-11-26 13:21:20,1886.89,Entertainment,San Francisco,Credit Card,0
a3a3d75d-d163-4e3c-b9fb-cb11ca1ac87f,8443,2024-03-11 10:45:32,4606.42,Travel,San Francisco,Bitcoin,0
bd548a93-283a-4b02-8ec5-322d9f2d9476,6993,2024-04-25 03:32:07,1719.95,Fast Food,Miami,PayPal,0
412f0504-777f-4332-8fb5-3b4e54a69fe7,1177,2024-02-08 17:24:59,172.87,Travel,New York,Debit Card,0
0106e296-9223-4da7-9dae-6ada5a6aa693,2971,2024-11-15 05:41:25,3212.97,Groceries,San Francisco,Credit Card,0
b2bfa103-0ed3-484c-9f5b-02db024e2eb5,2133,2024-08-12 12:36:06,2360.74,Subscription Service,Miami,PayPal,0
0a7683ca-8764-4a21-8a00-e0b91a5f8f6e,3859,2024-04-04 03:52:22,533.18,Groceries,Houston,Bitcoin,0
c1b6997d-fbd3-4b76-80cf-ea644f483793,5025,2024-11-02 14:28:18,2410.03,Electronics,Houston,Debit Card,0
34080d8f-280d-4d4c-89ab-e09dcdc5c1f1,7481,2024-06-21 03:51:43,3047.15,Gas Station,Miami,Credit Card,0
acb1b3e4-2b2c-4c00-9ca8-9348591a0324,8982,2024-10-01 21:26:15,3739.59,Clothing,Miami,PayPal,0
13e2c5ef-19a2-464f-a879-6cf4d6fa47e6,4532,2024-02-03 23:27:19,2860.09,Electronics,San Francisco,Credit Card,0
ba37a247-c916-4eb7-b6c3-f5b8ee310871,7605,2024-07-13 14:13:01,1178.39,Groceries,Chicago,Debit Card,0
4033f19d-91ae-44f1-8a56-f6f7a34f7534,8674,2024-04-09 00:14:49,3423.47,Gas Station,San Francisco,Debit Card,0
f3e0da75-0638-4cbf-98d8-7a61212bd0f7,9360,2024-09-06 07:09:27,4274.0,Electronics,Los Angeles,Debit Card,0
902eb390-403b-44ce-a275-2440d4389f01,4927,2024-04-12 08:52:54,2901.95,Fast Food,San Francisco,Bitcoin,0
74a87f1f-dc1a-4a5e-b213-9c61385ae264,1649,2024-04-25 22:23:12,1676.1,Clothing,San Francisco,Credit Card,0
e49d85ab-41d6-4590-824b-e4ede4e9ca0b,5653,2024-03-14 11:45:03,1732.57,Groceries,New York,Bitcoin,0
2824eddc-5f00-442e-8a4f-bb798b1e6ff3,6556,2024-05-27 17:11:29,132.52,Subscription Service,Seattle,PayPal,0
2a4f69f0-99b9-475b-84f5-30a31a25b375,6595,2024-11-28 12:26:11,725.58,Travel,Chicago,Bitcoin,0
0b5c1a03-bb98-426d-b7e5-a316588faffe,7794,2024-09-23 14:08:39,4710.6,Online Purchase,Miami,PayPal,0
8f33e938-f58e-49f5-9af4-3d7c444902d1,7323,2024-09-28 07:59:51,2739.25,Online Purchase,New York,Bitcoin,0
54393912-7a1e-4bf6-887d-9b23c60f5acd,7171,2024-11-15 17:36:37,3677.52,Entertainment,Seattle,Credit Card,0
ccf76db9-6654-4aec-b127-c3228c631e17,5266,2024-08-30 09:57:12,1738.99,Online Purchase,San Francisco,Bitcoin,0
e90c4f00-7ed2-4583-aa05-4070623b8772,2278,2024-12-02 04:13:23,3050.76,Entertainment,New York,Bitcoin,0
7d13f19a-a217-4aa9-b5bd-bcce5e5cf074,7878,2024-09-26 18:14:53,1141.29,Gas Station,Houston,Bitcoin,0
106c2a64-d744-4ce6-a326-de207642bcdc,3254,2024-02-15 02:53:43,4382.47,Electronics,New York,Bitcoin,0
95169fed-de8a-44a7-a284-047b9817089a,3813,2024-03-28 10:18:33,1224.9,Travel,Chicago,Debit Card,0
435faa6d-34a7-4c96-af6a-711d88da017a,8083,2024-07-26 22:26:07,571.9,Clothing,Los Angeles,Credit Card,0
b2d17227-59bf-44eb-86bb-ddd3a15198d3,6950,2024-08-30 00:30:45,3198.92,Groceries,Chicago,Bitcoin,0
a464fee7-0474-4169-afde-7bdaff0bcce0,3028,2024-04-18 09:29:02,2665.7,Luxury Goods,Los Angeles,Bitcoin,0
7e4331d3-f19c-45ad-876b-eea91d1131d5,5282,2024-07-10 06:34:27,1133.9,Luxury Goods,Houston,PayPal,0
2908496a-b01b-4a0a-96c1-1035bc0977f4,6200,2024-10-04 09:30:20,2237.33,Clothing,Seattle,Credit Card,0
593860be-6d69-4164-916d-aa20bd702327,2681,2024-04-14 08:25:22,1847.99,Online Purchase,Houston,Credit Card,0
269b2704-27cc-4f70-9d36-5dc500582657,1773,2024-01-09 14:36:28,4126.74,Fast Food,Seattle,Bitcoin,0
25923077-5615-4e8d-b5c9-5675a1b74e6c,3169,2024-07-22 01:36:09,1423.89,Travel,Los Angeles,Credit Card,0
b2f692a1-68ed-401b-b58c-b4be38029ec3,3036,2024-07-31 06:55:57,3545.93,Clothing,Chicago,Credit Card,1
99d60544-b0dd-49ef-88ca-bfd481208da3,4932,2024-11-09 22:15:03,2060.12,Clothing,Seattle,Credit Card,0
badaa6cf-a319-40a7-b73d-799b11e22bfd,1940,2024-06-13 13:34:28,4913.21,Travel,Seattle,Credit Card,0
10427fb2-4afa-4da7-ba63-adefdd43aa39,1679,2024-12-07 00:03:32,3962.61,Gas Station,New York,PayPal,0
78ffa11a-37c3-44d3-8ad4-2ff0182481fc,4796,2024-01-16 12:56:18,4872.84,Fast Food,Miami,Credit Card,0
7e2ca6f5-aaeb-463b-b386-8efd0c9fb43d,4149,2024-10-27 06:17:49,4737.2,Travel,Houston,Bitcoin,0
5f96d9a2-0e85-45c9-ad99-b0398433ff4b,9968,2024-02-22 00:20:57,2571.77,Gas Station,Los Angeles,Credit Card,0
39f666b9-ba24-421a-b003-9d6734a4818d,7087,2024-12-14 16:29:18,481.72,Entertainment,Los Angeles,PayPal,0
77733862-1bd3-48d4-b91f-c8d49b66b2f4,2361,2024-06-14 23:02:31,3176.11,Entertainment,San Francisco,PayPal,0
bb45a06a-4c29-4024-a34e-ac94ad351dd5,9247,2024-09-03 03:41:01,3669.0,Entertainment,New York,Credit Card,0
0111e491-dcf5-4f73-ae6a-c933ac26a3b8,2161,2024-05-23 00:19:46,2528.49,Fast Food,Houston,Credit Card,0
c418a8c2-3ced-4188-9f22-37a03be8bce5,7669,2024-05-01 14:15:41,238.66,Travel,San Francisco,Debit Card,0
437d0ce7-ef18-4c78-8ab9-0809a4701289,1676,2024-04-27 14:44:09,32.33,Gas Station,Miami,Bitcoin,0
a1794d5a-bfd5-4470-b83e-de0b4038caf3,8044,2024-09-04 14:26:17,4720.78,Subscription Service,Los Angeles,Bitcoin,0
bcd35f4e-ede4-4183-9da8-33ec30c953c4,9692,2024-03-23 10:58:11,2454.67,Luxury Goods,Miami,Bitcoin,0
1bec7a2d-db5b-4976-8ede-12c02c8b6907,4238,2024-01-29 01:39:21,4445.55,Luxury Goods,Houston,Credit Card,0
b3cb6bc7-0b03-4de4-8961-6814053691a9,3379,2024-06-15 22:48:23,1756.42,Online Purchase,San Francisco,Debit Card,0
8e69d68b-0490-4e0d-8df8-39c869ac0166,1842,2024-11-17 11:54:10,4294.28,Groceries,San Francisco,Bitcoin,0
32bf6115-ee11-4d7b-a0ed-7cb2cd47acae,4071,2024-03-03 16:04:39,949.37,Gas Station,New York,Credit Card,0
012e1f6d-25cf-4231-9baa-4852b8dde901,3996,2024-06-03 10:09:14,2374.17,Electronics,New York,Credit Card,0
960a8370-90d7-4bc5-97bf-c9af651c7ca7,7503,2024-09-04 18:18:55,547.36,Groceries,Los Angeles,Credit Card,0
54902d1b-1674-4ac1-a412-af7b77e93b8f,8845,2024-01-09 01:45:43,793.8,Electronics,New York,PayPal,0
db996b3b-bccb-4cf1-96fe-4106ab884607,4436,2024-07-04 20:37:02,2018.32,Electronics,Seattle,Credit Card,0
9f82d104-daec-4d05-8c2b-ed2f92641b87,9887,2024-05-21 01:11:44,2253.19,Electronics,Chicago,Credit Card,0
ca9af88e-a369-48be-a32a-d0c817fe1d6f,3119,2024-10-21 05:36:30,1462.59,Electronics,Seattle,PayPal,1
6093e361-b92e-4637-88d7-411a8a57e8d8,2880,2024-02-15 20:38:51,3088.23,Fast Food,Los Angeles,Credit Card,0
cbab925b-530b-48b4-bca0-8b3b4d577278,9705,2024-11-14 03:29:53,1205.82,Online Purchase,Miami,PayPal,0
8dfe3351-4a95-4b23-ab56-8aa830ce84ee,1413,2024-09-29 06:06:23,4206.42,Fast Food,Los Angeles,Debit Card,0
cd0fb153-a99e-4e02-b24a-a615fb8cbad2,3441,2024-05-10 11:27:33,4079.5,Groceries,Miami,Credit Card,0
77be7d65-a026-4ae6-bb1c-e2c2b18c4697,2291,2024-06-14 04:03:14,4990.3,Clothing,Miami,PayPal,0
1c11f858-d397-45a7-a9f2-984b7f4416ae,4068,2024-10-21 10:24:38,1681.06,Entertainment,New York,Bitcoin,0
42fd4238-410a-4be2-8ba6-d16c86060637,2088,2024-05-22 20:29:57,867.94,Fast Food,Houston,Debit Card,0
e16b9368-8e2d-41e2-8776-543c365a778e,9666,2024-08-03 10:15:23,4056.45,Subscription Service,Los Angeles,Debit Card,0
3b95ef46-bc9e-48bc-8b48-524d6d12fbb6,9832,2024-05-22 17:58:46,796.24,Electronics,San Francisco,Bitcoin,0
7cd81ec2-8378-4396-80fe-cd3884820981,7155,2024-03-31 08:51:05,4076.52,Electronics,Chicago,PayPal,0
d2efa02a-8233-49cf-b03d-9f1255e73af0,5633,2024-02-23 02:50:19,3271.85,Luxury Goods,Houston,Bitcoin,0
c0c83ae9-d07e-4f45-901b-a8b09363f452,4922,2024-12-11 16:07:40,2057.64,Electronics,Seattle,PayPal,0
7b51a902-02d0-4aad-9064-4d7c6b4b7cd7,2558,2024-08-03 11:27:20,4411.21,Entertainment,San Francisco,Credit Card,0
80221300-b9b8-47a2-893d-e3fd88582095,1200,2024-11-07 08:47:58,2107.52,Online Purchase,San Francisco,Credit Card,0
dee2af43-7108-40b2-a0dc-9db5d4face90,1525,2024-04-22 00:18:52,2053.17,Entertainment,Houston,Debit Card,0
34a9c754-260f-4f53-a329-81a365eef9a9,2403,2024-10-20 06:53:45,2723.12,Electronics,Los Angeles,Credit Card,0
943be9b4-6555-423d-84f8-da696d7c55dc,1044,2024-09-06 11:23:14,180.8,Online Purchase,San Francisco,Credit Card,0
91ac1285-0ab2-4842-abee-b3f8a4be092d,5227,2024-11-22 05:14:24,1909.89,Electronics,San Francisco,Credit Card,0
79f26b5b-4f36-465b-ba91-5b7a1bc38d95,9398,2024-11-29 08:17:06,3533.27,Entertainment,Los Angeles,Bitcoin,0
bb8fe3ca-61df-4450-900d-05b75e7c9315,2054,2024-01-04 18:45:06,1282.14,Subscription Service,New York,PayPal,0
e26463e2-399d-4ee9-a03f-cb845c7fc564,2834,2024-08-07 06:46:12,2889.68,Entertainment,Seattle,PayPal,0
